mod,name,display_name,answered_qs,positive_qs,final_candidate_count,hit,finished,exact_result,final_candidates
ExR,ExR_Hatter,ハッター,20,5,1,True,True,True,ExR_Hatter
ExR,ExR_Artist,アーティスト,16,3,1,True,True,True,ExR_Artist
ExR,ExR_Tucker,タッカー,11,5,1,True,True,True,ExR_Tucker
ExR,ExR_Chimera,キメラ,12,6,1,True,True,True,ExR_Chimera
ExR,ExR_IronMate,アイアンメイト,17,4,1,True,True,True,ExR_IronMate
ExR,ExR_Monica,モニカ,19,5,1,True,True,True,ExR_Monica
ExR,ExR_Heretic,ヘレティック,12,5,1,True,True,True,ExR_Heretic
ExR,ExR_Shepherd,シェパード,11,6,1,True,True,True,ExR_Shepherd
ExR,ExR_Furry,ファーリー,19,4,1,True,True,True,ExR_Furry
ExR,ExR_Intimate,インティメイト,12,4,1,True,True,True,ExR_Intimate
ExR,ExR_Surrogator,サロゲーター,16,5,1,True,True,True,ExR_Surrogator
ExR,ExR_Knight,ナイト,12,6,1,True,True,True,ExR_Knight
ExR,ExR_Pawn,ポーン,12,5,1,True,True,True,ExR_Pawn
ExR,ExR_Vigilante,ヴィジランテ,11,6,1,True,True,True,ExR_Vigilante
ExR,ExR_BadKids,ワルガキ,20,4,1,True,True,True,ExR_BadKids
ExR,ExR_Traitor,トレイター,13,5,1,True,True,True,ExR_Traitor
ExR,ExR_Leader,リーダー,12,5,1,True,True,True,ExR_Leader
ExR,ExR_Dove,ドーヴ,37,4,1,True,True,True,ExR_Dove
ExR,ExR_Militant,ミリタント,14,4,1,True,True,True,ExR_Militant
ExR,ExR_Faunus,ファウヌス,14,5,1,True,True,True,ExR_Faunus
ExR,ExR_Poltergeist,ポルターガイスト,14,5,1,True,True,True,ExR_Poltergeist
ExR,ExR_Shutter,シャッター,12,6,1,True,True,True,ExR_Shutter
ExR,ExR_Saboteur,サボり魔,11,5,1,True,True,True,ExR_Saboteur
ExR,ExR_Ventgeist,ベントガイスト,11,5,1,True,True,True,ExR_Ventgeist
ExR,ExR_Igniter,イグナイター,10,4,1,True,True,True,ExR_Igniter
ExR,ExR_Doppelganger,ドッペルゲンガー,11,5,1,True,True,True,ExR_Doppelganger
ExR,ExR_Foras,フォラス,13,3,1,True,True,True,ExR_Foras
ExR,ExR_Wisp,ウィスプ,19,4,1,True,True,True,ExR_Wisp
TORGMIA,TORGMIA_EvilGuesser,イビルゲッサー,12,6,1,True,True,True,TORGMIA_EvilGuesser
TORGMIA,TORGMIA_BountyHunter,バウンティハンター,10,9,1,True,True,True,TORGMIA_BountyHunter
TORGMIA,TORGMIA_Camouflager,カモフラージャー,10,6,1,True,True,True,TORGMIA_Camouflager
TORGMIA,TORGMIA_Cleaner,クリーナー,13,5,2,True,True,False,TORGMIA_Cleaner|TORGMIA_Undertaker
TORGMIA,TORGMIA_Eraser,イレイサー,10,8,1,True,True,True,TORGMIA_Eraser
TORGMIA,TORGMIA_Godfather,ゴッドファーザー,13,4,1,True,True,True,TORGMIA_Godfather
TORGMIA,TORGMIA_Mafioso,マフィオソ,14,7,2,True,True,False,TORGMIA_Mafioso|TORGMIA_EvilYasuna
TORGMIA,TORGMIA_Janitor,ジャニター,12,5,1,True,True,True,TORGMIA_Janitor
TORGMIA,TORGMIA_Morphling,モーフィング,12,4,1,True,True,True,TORGMIA_Morphling
TORGMIA,TORGMIA_Trickster,トリックスター,15,4,1,True,True,True,TORGMIA_Trickster
TORGMIA,TORGMIA_Vampire,ヴァンパイア,16,6,1,True,True,True,TORGMIA_Vampire
TORGMIA,TORGMIA_Warlock,ウォーロック,13,6,1,True,True,True,TORGMIA_Warlock
TORGMIA,TORGMIA_Witch,魔女,13,7,1,True,True,True,TORGMIA_Witch
TORGMIA,TORGMIA_Ninja,ニンジャ,12,6,1,True,True,True,TORGMIA_Ninja
TORGMIA,TORGMIA_EvilSwapper,イビルスワッパー,14,7,1,True,True,True,TORGMIA_EvilSwapper
TORGMIA,TORGMIA_SerialKiller,シリアルキラー,11,5,1,True,True,True,TORGMIA_SerialKiller
TORGMIA,TORGMIA_NekoKabocha,ネコカボチャ,22,5,1,True,True,True,TORGMIA_NekoKabocha
TORGMIA,TORGMIA_EvilWatcher,イビルウォッチャー,12,8,1,True,True,True,TORGMIA_EvilWatcher
TORGMIA,TORGMIA_Undertaker,アンダーテイカー,13,4,2,True,True,False,TORGMIA_Cleaner|TORGMIA_Undertaker
TORGMIA,TORGMIA_Mimic,ミミック,21,6,1,True,True,True,TORGMIA_Mimic
TORGMIA,TORGMIA_EvilHacker,イビルハッカー,14,5,1,True,True,True,TORGMIA_EvilHacker
TORGMIA,TORGMIA_EvilTracker,イビルトラッカー,11,5,1,True,True,True,TORGMIA_EvilTracker
TORGMIA,TORGMIA_Bomber,ボマー,11,6,1,True,True,True,TORGMIA_Bomber
TORGMIA,TORGMIA_Trapper,トラッパー,11,5,1,True,True,True,TORGMIA_Trapper
TORGMIA,TORGMIA_EvilYasuna,イビルヤスナ,15,5,1,True,True,True,TORGMIA_EvilYasuna
TORGMIA,TORGMIA_NiceGuesser,ナイスゲッサー,13,7,1,True,True,True,TORGMIA_NiceGuesser
TORGMIA,TORGMIA_Detective,探偵,15,6,1,True,True,True,TORGMIA_Detective
TORGMIA,TORGMIA_Engineer,エンジニア,35,3,1,True,True,True,TORGMIA_Engineer
TORGMIA,TORGMIA_Hacker,ハッカー,25,5,3,True,True,False,TORGMIA_Hacker|TORGMIA_Veteran|TORGMIA_NiceWatcher
TORGMIA,TORGMIA_Lighter,ライター,49,3,1,True,True,True,TORGMIA_Lighter
TORGMIA,TORGMIA_Mayor,メイヤー,13,4,1,True,True,True,TORGMIA_Mayor
TORGMIA,TORGMIA_Medic,メディック,13,8,1,True,True,True,TORGMIA_Medic
TORGMIA,TORGMIA_SecurityGuard,セキュリティガード,18,6,1,True,True,True,TORGMIA_SecurityGuard
TORGMIA,TORGMIA_Seer,シーア,18,6,1,True,True,True,TORGMIA_Seer
TORGMIA,TORGMIA_Sheriff,シェリフ,23,5,1,True,True,True,TORGMIA_Sheriff
TORGMIA,TORGMIA_Shifter,シフター,16,4,1,True,True,True,TORGMIA_Shifter
TORGMIA,TORGMIA_Snitch,スニッチ,13,4,1,True,True,True,TORGMIA_Snitch
TORGMIA,TORGMIA_NiceSwapper,ナイススワッパー,19,5,1,True,True,True,TORGMIA_NiceSwapper
TORGMIA,TORGMIA_TimeMaster,タイムマスター,30,4,1,True,True,True,TORGMIA_TimeMaster
TORGMIA,TORGMIA_Tracker,トラッカー,18,4,1,True,True,True,TORGMIA_Tracker
TORGMIA,TORGMIA_Bait,ベイト,19,5,1,True,True,True,TORGMIA_Bait
TORGMIA,TORGMIA_Veteran,ベテラン,20,4,1,True,True,True,TORGMIA_Veteran
TORGMIA,TORGMIA_Medium,ミーディアム,13,7,1,True,True,True,TORGMIA_Medium
TORGMIA,TORGMIA_FortuneTeller,占い師,21,4,1,True,True,True,TORGMIA_FortuneTeller
TORGMIA,TORGMIA_NiceWatcher,ナイスウォッチャー,12,6,1,True,True,True,TORGMIA_NiceWatcher
TORGMIA,TORGMIA_TaskMaster,タスクマスター,22,4,1,True,True,True,TORGMIA_TaskMaster
TORGMIA,TORGMIA_Sherlock,シャーロック,13,4,1,True,True,True,TORGMIA_Sherlock
TORGMIA,TORGMIA_Sprinter,スプリンター,22,4,1,True,True,True,TORGMIA_Sprinter
TORGMIA,TORGMIA_Yasuna,ヤスナ,17,5,1,True,True,True,TORGMIA_Yasuna
TORGMIA,TORGMIA_Teleporter,テレポーター,25,4,1,True,True,True,TORGMIA_Teleporter
TORGMIA,TORGMIA_Arsonist,アーソニスト,13,5,1,True,True,True,TORGMIA_Arsonist
TORGMIA,TORGMIA_Jester,ジェスター,22,4,1,True,True,True,TORGMIA_Jester
TORGMIA,TORGMIA_Jackal,ジャッカル,16,5,1,True,True,True,TORGMIA_Jackal
TORGMIA,TORGMIA_Sidekick,サイドキック,20,4,1,True,True,True,TORGMIA_Sidekick
TORGMIA,TORGMIA_Opportunist,オポチュニスト,26,3,1,True,True,True,TORGMIA_Opportunist
TORGMIA,TORGMIA_Vulture,ヴァルチャー,34,3,1,True,True,True,TORGMIA_Vulture
TORGMIA,TORGMIA_Lawyer,弁護士,14,5,1,True,True,True,TORGMIA_Lawyer
TORGMIA,TORGMIA_ChainShifter,チェインシフター,21,5,1,True,True,True,TORGMIA_ChainShifter
TORGMIA,TORGMIA_PlagueDoctor,ペスト医師,15,6,1,True,True,True,TORGMIA_PlagueDoctor
TORGMIA,TORGMIA_Moriarty,モリアーティ,24,4,1,True,True,True,TORGMIA_Moriarty
TORGMIA,TORGMIA_Cupid,キューピッド,16,5,1,True,True,True,TORGMIA_Cupid
TORGMIA,TORGMIA_Akujo,悪女,16,4,1,True,True,True,TORGMIA_Akujo
TORGMIA,TORGMIA_JekyllAndHyde,ジキルとハイド,20,5,1,True,True,True,TORGMIA_JekyllAndHyde
TORGMIA,TORGMIA_Bloody,ブラッディ,21,4,1,True,True,True,TORGMIA_Bloody
TORGMIA,TORGMIA_AntiTeleport,アンチテレポーター,34,4,2,True,True,False,TORGMIA_Teleporter|TORGMIA_AntiTeleport
TORGMIA,TORGMIA_TieBreaker,タイブレーカー,20,4,1,True,True,True,TORGMIA_TieBreaker
TORGMIA,TORGMIA_Lovers,ラバーズ,24,5,1,True,True,True,TORGMIA_Lovers
TORGMIA,TORGMIA_Sunglasses,サングラス,41,4,1,True,True,True,TORGMIA_Sunglasses
TORGMIA,TORGMIA_Mini,ミニ,24,4,1,True,True,True,TORGMIA_Mini
TORGMIA,TORGMIA_VIP,VIP,30,4,1,True,True,True,TORGMIA_VIP
TORGMIA,TORGMIA_Invert,インバート,40,4,1,True,True,True,TORGMIA_Invert
TORGMIA,TORGMIA_Chameleon,カメレオン,28,4,1,True,True,True,TORGMIA_Chameleon
TORGMIA,TORGMIA_Madmate,マッドメイト,17,4,1,True,True,True,TORGMIA_Madmate
TOHK,TOHK_BountyHunter,バウンティハンター,17,7,1,True,True,True,TOHK_BountyHunter
TOHK,TOHK_Mare,メアー,17,7,1,True,True,True,TOHK_Mare
TOHK,TOHK_FireWorks,花火職人,16,7,1,True,True,True,TOHK_FireWorks
TOHK,TOHK_SerialKiller,シリアルキラー,16,5,1,True,True,True,TOHK_SerialKiller
TOHK,TOHK_ShapeMaster,シェイプマスター,14,7,1,True,True,True,TOHK_ShapeMaster
TOHK,TOHK_Vampire,ヴァンパイア,16,6,1,True,True,True,TOHK_Vampire
TOHK,TOHK_Warlock,ウォーロック,18,7,1,True,True,True,TOHK_Warlock
TOHK,TOHK_Witch,ウィッチ,21,5,1,True,True,True,TOHK_Witch
TOHK,TOHK_Mafia,マフィア,20,6,1,True,True,True,TOHK_Mafia
TOHK,TOHK_Puppeteer,パペッティア,15,5,1,True,True,True,TOHK_Puppeteer
TOHK,TOHK_TimeThief,タイムシーフ,15,6,1,True,True,True,TOHK_TimeThief
TOHK,TOHK_Sniper,スナイパー,13,5,1,True,True,True,TOHK_Sniper
TOHK,TOHK_EvilTracker,イビルトラッカー,13,7,1,True,True,True,TOHK_EvilTracker
TOHK,TOHK_Stealth,ステルス,18,6,1,True,True,True,TOHK_Stealth
TOHK,TOHK_NekoKabocha,ネコカボチャ,21,5,1,True,True,True,TOHK_NekoKabocha
TOHK,TOHK_EvilHacker,イビルハッカー,15,8,1,True,True,True,TOHK_EvilHacker
TOHK,TOHK_Penguin,ペンギン,16,7,1,True,True,True,TOHK_Penguin
TOHK,TOHK_Insider,インサイダー,19,7,1,True,True,True,TOHK_Insider
TOHK,TOHK_TeleportKiller,テレポートキラー,17,8,1,True,True,True,TOHK_TeleportKiller
TOHK,TOHK_Bomber,爆弾魔,16,6,1,True,True,True,TOHK_Bomber
TOHK,TOHK_AntiReporter,アンチレポーター,15,9,1,True,True,True,TOHK_AntiReporter
TOHK,TOHK_Tairou,大狼,19,5,1,True,True,True,TOHK_Tairou
TOHK,TOHK_Evilgambler,イビルギャンブラー,12,5,1,True,True,True,TOHK_Evilgambler
TOHK,TOHK_Notifier,ノーティファー,21,6,1,True,True,True,TOHK_Notifier
TOHK,TOHK_Magician,マジシャン,17,7,1,True,True,True,TOHK_Magician
TOHK,TOHK_Limiter,リミッター,21,7,1,True,True,True,TOHK_Limiter
TOHK,TOHK_Decrescendo,デクレッシェンド,21,5,1,True,True,True,TOHK_Decrescendo
TOHK,TOHK_Alien,エイリアン,16,8,1,True,True,True,TOHK_Alien
TOHK,TOHK_AlienHijack,ハイジャックエイリアン,18,8,1,True,True,True,TOHK_AlienHijack
TOHK,TOHK_Mole,モグラ,19,5,1,True,True,True,TOHK_Mole
TOHK,TOHK_SpeedStar,スピードスター,19,5,1,True,True,True,TOHK_SpeedStar
TOHK,TOHK_EvilTeller,イビルテラー,15,7,1,True,True,True,TOHK_EvilTeller
TOHK,TOHK_ProgressKiller,プログレスキラー,17,7,1,True,True,True,TOHK_ProgressKiller
TOHK,TOHK_EvilAddoer,イビルアドナー,17,6,1,True,True,True,TOHK_EvilAddoer
TOHK,TOHK_ConnectSaver,コネクトセーバー,12,7,2,True,True,False,TOHK_ConnectSaver|TOHK_Ballooner
TOHK,TOHK_Reloader,リローダー,18,6,1,True,True,True,TOHK_Reloader
TOHK,TOHK_Jumper,ジャンパー,17,6,1,True,True,True,TOHK_Jumper
TOHK,TOHK_EarnestWolf,一途な狼,16,7,1,True,True,True,TOHK_EarnestWolf
TOHK,TOHK_Amnesiac,記憶喪失者,17,5,1,True,True,True,TOHK_Amnesiac
TOHK,TOHK_Camouflager,カモフラージャー,15,7,1,True,True,True,TOHK_Camouflager
TOHK,TOHK_EvilSatellite,イビルサテライト,15,8,1,True,True,True,TOHK_EvilSatellite
TOHK,TOHK_Curser,カーサー,18,7,1,True,True,True,TOHK_Curser
TOHK,TOHK_ProBowler,プロボーラー,15,6,1,True,True,True,TOHK_ProBowler
TOHK,TOHK_Eraser,イレイサー,14,7,1,True,True,True,TOHK_Eraser
TOHK,TOHK_EvilMaker,イビルメーカー,15,6,1,True,True,True,TOHK_EvilMaker
TOHK,TOHK_UnFortuner,アンフォーチュナー,16,7,1,True,True,True,TOHK_UnFortuner
TOHK,TOHK_QuickKiller,クイックキラー,18,6,1,True,True,True,TOHK_QuickKiller
TOHK,TOHK_BorderKiller,ボーダーキラー,19,6,1,True,True,True,TOHK_BorderKiller
TOHK,TOHK_Ballooner,バルーナー,16,6,1,True,True,True,TOHK_Ballooner
TOHK,TOHK_ShapeKiller,シェイプキラー,14,7,1,True,True,True,TOHK_ShapeKiller
TOHK,TOHK_CharismaStar,カリスマスター,16,7,1,True,True,True,TOHK_CharismaStar
TOHK,TOHK_Archer,アーチャー,15,6,1,True,True,True,TOHK_Archer
TOHK,TOHK_EvilBlender,イビルブレンダー,17,5,1,True,True,True,TOHK_EvilBlender
TOHK,TOHK_Madmate,マッドメイト,26,4,2,True,True,False,TOHK_Madmate|TOHK_MadTracker
TOHK,TOHK_MadGuardian,マッドガーディアン,15,5,1,True,True,True,TOHK_MadGuardian
TOHK,TOHK_MadSnitch,マッドスニッチ,23,6,1,True,True,True,TOHK_MadSnitch
TOHK,TOHK_SKMadmate,サイドキックマッドメイト,23,6,1,True,True,True,TOHK_SKMadmate
TOHK,TOHK_MadJester,マッドジェスター,13,6,1,True,True,True,TOHK_MadJester
TOHK,TOHK_MadTeller,マッドテラー,14,6,1,True,True,True,TOHK_MadTeller
TOHK,TOHK_MadBait,マッドベイト,33,3,1,True,True,True,TOHK_MadBait
TOHK,TOHK_MadReduced,マッドリデュース,16,4,1,True,True,True,TOHK_MadReduced
TOHK,TOHK_MadAvenger,マッドアベンジャー,14,7,1,True,True,True,TOHK_MadAvenger
TOHK,TOHK_MadWorker,マッドワーカー,18,6,1,True,True,True,TOHK_MadWorker
TOHK,TOHK_MadTracker,マッドトラッカー,20,4,1,True,True,True,TOHK_MadTracker
TOHK,TOHK_MadChanger,マッドチェンジャー,19,6,1,True,True,True,TOHK_MadChanger
TOHK,TOHK_MadSuicide,マッドスーサイド,26,4,1,True,True,True,TOHK_MadSuicide
TOHK,TOHK_MadBetrayer,マッドベトレイヤー,19,7,1,True,True,True,TOHK_MadBetrayer
TOHK,TOHK_Betrayer,ベトレイヤー,21,6,1,True,True,True,TOHK_Betrayer
TOHK,TOHK_MadHacker,マッドハッカー,17,6,1,True,True,True,TOHK_MadHacker
TOHK,TOHK_Nue,鵺,12,6,1,True,True,True,TOHK_Nue
TOHK,TOHK_Bait,ベイト,19,6,1,True,True,True,TOHK_Bait
TOHK,TOHK_Lighter,ライター,27,5,1,True,True,True,TOHK_Lighter
TOHK,TOHK_Mayor,メイヤー,20,5,1,True,True,True,TOHK_Mayor
TOHK,TOHK_SabotageMaster,サボタージュマスター,21,4,1,True,True,True,TOHK_SabotageMaster
TOHK,TOHK_Sheriff,シェリフ,21,6,1,True,True,True,TOHK_Sheriff
TOHK,TOHK_Snitch,スニッチ,13,5,1,True,True,True,TOHK_Snitch
TOHK,TOHK_SpeedBooster,スピードブースター,21,4,2,True,True,False,TOHK_SpeedBooster|TOHK_Express
TOHK,TOHK_Doctor,ドクター,16,5,1,True,True,True,TOHK_Doctor
TOHK,TOHK_Trapper,トラッパー,21,5,1,True,True,True,TOHK_Trapper
TOHK,TOHK_Dictator,ディクテーター,20,5,1,True,True,True,TOHK_Dictator
TOHK,TOHK_Seer,シーア,24,4,1,True,True,True,TOHK_Seer
TOHK,TOHK_TimeManager,タイムマネージャー,21,5,1,True,True,True,TOHK_TimeManager
TOHK,TOHK_VentMaster,ベントマスター,18,5,1,True,True,True,TOHK_VentMaster
TOHK,TOHK_Bakery,パン屋,53,4,2,True,True,False,TOHK_Bakery|TOHK_News
TOHK,TOHK_FortuneTeller,占い師,25,7,1,True,True,True,TOHK_FortuneTeller
TOHK,TOHK_ToiletFan,トイレファン,16,5,1,True,True,True,TOHK_ToiletFan
TOHK,TOHK_TaskStar,タスクスター,28,4,1,True,True,True,TOHK_TaskStar
TOHK,TOHK_PonkotuTeller,ぽんこつ占い師,14,7,1,True,True,True,TOHK_PonkotuTeller
TOHK,TOHK_UltraStar,ウルトラスター,19,5,1,True,True,True,TOHK_UltraStar
TOHK,TOHK_MeetingSheriff,ミーティングシェリフ,18,5,1,True,True,True,TOHK_MeetingSheriff
TOHK,TOHK_GuardMaster,ガードマスター,20,6,1,True,True,True,TOHK_GuardMaster
TOHK,TOHK_Shyboy,シャイボーイ,17,4,1,True,True,True,TOHK_Shyboy
TOHK,TOHK_Balancer,天秤,17,5,1,True,True,True,TOHK_Balancer
TOHK,TOHK_ShrineMaiden,巫女,16,5,1,True,True,True,TOHK_ShrineMaiden
TOHK,TOHK_Comebacker,カムバッカー,26,4,1,True,True,True,TOHK_Comebacker
TOHK,TOHK_WhiteHacker,ホワイトハッカー,17,5,1,True,True,True,TOHK_WhiteHacker
TOHK,TOHK_Fortuner,フォーチュナー,13,8,1,True,True,True,TOHK_Fortuner
TOHK,TOHK_WolfBoy,狼少年,19,6,1,True,True,True,TOHK_WolfBoy
TOHK,TOHK_NiceAddoer,ナイスアドナー,29,5,1,True,True,True,TOHK_NiceAddoer
TOHK,TOHK_InSender,インセンダー,26,4,1,True,True,True,TOHK_InSender
TOHK,TOHK_Staff,スタッフ,18,6,1,True,True,True,TOHK_Staff
TOHK,TOHK_SwitchSheriff,スイッチシェリフ,15,6,1,True,True,True,TOHK_SwitchSheriff
TOHK,TOHK_NiceLogger,ナイスロガー,16,5,1,True,True,True,TOHK_NiceLogger
TOHK,TOHK_Android,アンドロイド,19,5,1,True,True,True,TOHK_Android
TOHK,TOHK_Psychic,サイキック,24,5,1,True,True,True,TOHK_Psychic
TOHK,TOHK_Efficient,エフィシェンシー,16,6,1,True,True,True,TOHK_Efficient
TOHK,TOHK_King,君臨者,16,7,1,True,True,True,TOHK_King
TOHK,TOHK_AmateurTeller,かけだし占い師,14,6,1,True,True,True,TOHK_AmateurTeller
TOHK,TOHK_Gasp,ギャスプ,16,5,1,True,True,True,TOHK_Gasp
TOHK,TOHK_Cakeshop,ケーキ屋,21,5,1,True,True,True,TOHK_Cakeshop
TOHK,TOHK_Stolener,ストルナー,18,5,1,True,True,True,TOHK_Stolener
TOHK,TOHK_Snowman,雪だるま,19,4,1,True,True,True,TOHK_Snowman
TOHK,TOHK_VentOpener,ベントオープナー,25,3,1,True,True,True,TOHK_VentOpener
TOHK,TOHK_VentHunter,ベントハンター,18,8,1,True,True,True,TOHK_VentHunter
TOHK,TOHK_Satellite,サテライト,28,5,1,True,True,True,TOHK_Satellite
TOHK,TOHK_Walker,ウォーカー,19,5,1,True,True,True,TOHK_Walker
TOHK,TOHK_AllArounder,オールラウンダー,22,5,1,True,True,True,TOHK_AllArounder
TOHK,TOHK_Inspector,捜査官,13,7,1,True,True,True,TOHK_Inspector
TOHK,TOHK_CandleLighter,キャンドルライター,22,4,1,True,True,True,TOHK_CandleLighter
TOHK,TOHK_Express,エクスプレス,33,4,3,True,True,False,TOHK_SpeedBooster|TOHK_Express|TOHK_SpeedStar
TOHK,TOHK_Observer,観察者,17,6,1,True,True,True,TOHK_Observer
TOHK,TOHK_Analyzer,アナライザー,18,8,1,True,True,True,TOHK_Analyzer
TOHK,TOHK_Arsonist,アーソニスト,20,4,1,True,True,True,TOHK_Arsonist
TOHK,TOHK_Jester,ジェスター,18,5,1,True,True,True,TOHK_Jester
TOHK,TOHK_Terrorist,テロリスト,14,7,1,True,True,True,TOHK_Terrorist
TOHK,TOHK_Executioner,エクスキューショナー,20,5,1,True,True,True,TOHK_Executioner
TOHK,TOHK_SchrodingerCat,シュレディンガーの猫,22,5,1,True,True,True,TOHK_SchrodingerCat
TOHK,TOHK_Opportunist,オポチュニスト,30,4,1,True,True,True,TOHK_Opportunist
TOHK,TOHK_Egoist,エゴイスト,17,6,1,True,True,True,TOHK_Egoist
TOHK,TOHK_Lovers,ラバーズ,16,5,6,True,True,False,TOHK_Lovers|TOHK_RedLovers|TOHK_YellowLovers|TOHK_BlueLovers|TOHK_GreenLovers|TOHK_WhiteLovers
TOHK,TOHK_RedLovers,レッドラバーズ,16,5,6,True,True,False,TOHK_Lovers|TOHK_RedLovers|TOHK_YellowLovers|TOHK_BlueLovers|TOHK_GreenLovers|TOHK_WhiteLovers
TOHK,TOHK_YellowLovers,イエローラバーズ,16,5,6,True,True,False,TOHK_Lovers|TOHK_RedLovers|TOHK_YellowLovers|TOHK_BlueLovers|TOHK_GreenLovers|TOHK_WhiteLovers
TOHK,TOHK_BlueLovers,ブルーラバーズ,17,5,6,True,True,False,TOHK_Lovers|TOHK_RedLovers|TOHK_YellowLovers|TOHK_BlueLovers|TOHK_GreenLovers|TOHK_WhiteLovers
TOHK,TOHK_GreenLovers,グリーンラバーズ,17,5,6,True,True,False,TOHK_Lovers|TOHK_RedLovers|TOHK_YellowLovers|TOHK_BlueLovers|TOHK_GreenLovers|TOHK_WhiteLovers
TOHK,TOHK_WhiteLovers,ホワイトラバーズ,16,5,6,True,True,False,TOHK_Lovers|TOHK_RedLovers|TOHK_YellowLovers|TOHK_BlueLovers|TOHK_GreenLovers|TOHK_WhiteLovers
TOHK,TOHK_PurpleLovers,パープルラバーズ,15,6,1,True,True,True,TOHK_PurpleLovers
TOHK,TOHK_OneLove,片思い,17,5,1,True,True,True,TOHK_OneLove
TOHK,TOHK_Jackal,ジャッカル,19,5,1,True,True,True,TOHK_Jackal
TOHK,TOHK_PlagueDoctor,ペスト医師,20,4,1,True,True,True,TOHK_PlagueDoctor
TOHK,TOHK_Remotekiller,リモートキラー,17,7,1,True,True,True,TOHK_Remotekiller
TOHK,TOHK_JackalMafia,ジャッカルマフィア,22,5,1,True,True,True,TOHK_JackalMafia
TOHK,TOHK_JackalWolf,ジャッカルウルフ,19,4,1,True,True,True,TOHK_JackalWolf
TOHK,TOHK_Chef,シェフ,20,4,1,True,True,True,TOHK_Chef
TOHK,TOHK_CountKiller,カウントキラー,20,5,1,True,True,True,TOHK_CountKiller
TOHK,TOHK_GrimReaper,死神,13,7,1,True,True,True,TOHK_GrimReaper
TOHK,TOHK_Madonna,マドンナ,17,6,1,True,True,True,TOHK_Madonna
TOHK,TOHK_MadonnaLovers,マドンナラバーズ,19,5,1,True,True,True,TOHK_MadonnaLovers
TOHK,TOHK_Amanojaku,天邪鬼,17,5,1,True,True,True,TOHK_Amanojaku
TOHK,TOHK_Workaholic,ワーカホリック,15,7,1,True,True,True,TOHK_Workaholic
TOHK,TOHK_Monochromer,モノクラー,21,5,1,True,True,True,TOHK_Monochromer
TOHK,TOHK_Jackaldoll,ジャッカルドール,15,4,1,True,True,True,TOHK_Jackaldoll
TOHK,TOHK_JackalAlien,ジャッカルエイリアン,12,6,1,True,True,True,TOHK_JackalAlien
TOHK,TOHK_DoppelGanger,ドッペルゲンガー,16,7,1,True,True,True,TOHK_DoppelGanger
TOHK,TOHK_MassMedia,マスメディア,18,8,1,True,True,True,TOHK_MassMedia
TOHK,TOHK_Banker,バンカー,20,6,1,True,True,True,TOHK_Banker
TOHK,TOHK_BakeCat,バケネコ,12,5,1,True,True,True,TOHK_BakeCat
TOHK,TOHK_PhantomThief,怪盗,16,5,1,True,True,True,TOHK_PhantomThief
TOHK,TOHK_CurseMaker,カースメーカー,14,6,1,True,True,True,TOHK_CurseMaker
TOHK,TOHK_Fox,妖狐,14,5,1,True,True,True,TOHK_Fox
TOHK,TOHK_SantaClaus,サンタクロース,15,6,1,True,True,True,TOHK_SantaClaus
TOHK,TOHK_Vulture,ヴァルチャー,14,6,1,True,True,True,TOHK_Vulture
TOHK,TOHK_Turncoat,裏切者,18,5,1,True,True,True,TOHK_Turncoat
TOHK,TOHK_Strawdoll,藁人形,13,6,1,True,True,True,TOHK_Strawdoll
TOHK,TOHK_Missioneer,ミッショナー,12,7,1,True,True,True,TOHK_Missioneer
TOHK,TOHK_Fool,愚か者,16,7,1,True,True,True,TOHK_Fool
TOHK,TOHK_Driver,ドライバー,18,7,1,True,True,True,TOHK_Driver
TOHK,TOHK_Braid,ブレイド,31,4,1,True,True,True,TOHK_Braid
TOHK,TOHK_DriverandBraid,ドライバーとブレイド,14,5,1,True,True,True,TOHK_DriverandBraid
TOHK,TOHK_Assassin,アサシン,16,6,1,True,True,True,TOHK_Assassin
TOHK,TOHK_Merlin,マーリン,16,4,1,True,True,True,TOHK_Merlin
TOHK,TOHK_AssassinandMerlin,アサシンとマーリン,18,4,1,True,True,True,TOHK_AssassinandMerlin
TOHK,TOHK_Twins,双子,29,6,1,True,True,True,TOHK_Twins
TOHK,TOHK_Faction,徒党,31,4,1,True,True,True,TOHK_Faction
TOHK,TOHK_Vega,織姫,17,5,2,True,True,False,TOHK_AlienHijack|TOHK_Vega
TOHK,TOHK_Altair,彦星,18,6,1,True,True,True,TOHK_Altair
TOHK,TOHK_GM,ゲームマスター,60,4,1,True,True,True,TOHK_GM
TOHK,TOHK_OneWolf,一匹狼,35,4,1,True,True,True,TOHK_OneWolf
TOHK,TOHK_LastImpostor,ラストインポスター,18,5,1,True,True,True,TOHK_LastImpostor
TOHK,TOHK_LastNeutral,ラストニュートラル,17,6,1,True,True,True,TOHK_LastNeutral
TOHK,TOHK_Workhorse,ワークホース,19,4,1,True,True,True,TOHK_Workhorse
TOHK,TOHK_Ghostbuttoner,ゴーストボタナー,37,5,1,True,True,True,TOHK_Ghostbuttoner
TOHK,TOHK_GhostNoiseSender,ゴーストノイズセンダー,33,5,1,True,True,True,TOHK_GhostNoiseSender
TOHK,TOHK_GhostReseter,ゴーストリセッター,45,5,1,True,True,True,TOHK_GhostReseter
TOHK,TOHK_GhostRumour,ゴーストルーモア,18,5,1,True,True,True,TOHK_GhostRumour
